النص الجامعي,اهتمامات المستخدم (بفواصل),الملخص,التصنيف النهائي,درجات الثقة من AraBERT,درجة التخصيص,timestamp
,,,,,,2026-03-09 10:47:36.668215
,,,,,,2026-03-09 10:47:37.940111
